"Statistic","Month","Type of Feedstuff","UNIT","VALUE"
"Feed Stuff Price","1976M12","Pig fattening meal (13-15% protein)","Euro per Tonne","149"
"Feed Stuff Price","1976M12","Sow breeder (14-16% protein)","Euro per Tonne",""
"Feed Stuff Price","1976M12","Sow, weaner and 'bonham' meal (16-17.5% protein)","Euro per Tonne","154"
"Feed Stuff Price","1976M12","Calf nuts and cubes (16-18% protein)","Euro per Tonne",""
"Feed Stuff Price","1976M12","Calf meal (16-18% protein)","Euro per Tonne","158"
"Feed Stuff Price","1976M12","Calf nuts and cubes (14-15% protein)","Euro per Tonne",""
"Feed Stuff Price","1976M12","Cattle fattening nuts and cubes (13-15% protein)","Euro per Tonne",""
"Feed Stuff Price","1976M12","Dairy nuts and cubes (16-18% protein)","Euro per Tonne",""
"Feed Stuff Price","1976M12","Dairy meal (16-18% protein)","Euro per Tonne","147"
"Feed Stuff Price","1976M12","Dairy nuts and cubes (13-15% protein)","Euro per Tonne",""
"Feed Stuff Price","1976M12","Dairy meal (13-15% protein)","Euro per Tonne",""
"Feed Stuff Price","1976M12","Chick mash (18-20% protein)","Euro per Tonne","176"
"Feed Stuff Price","1976M12","Layers' mash (14-16% protein)","Euro per Tonne","161"
"Feed Stuff Price","1976M12","Broiler starter (22-24% protein)","Euro per Tonne",""
"Feed Stuff Price","1976M12","Broiler finisher (19-21% protein)","Euro per Tonne",""
"Feed Stuff Price","1976M12","Milk replacer","Euro per Tonne",""
"Feed Stuff Price","1976M12","Wheat","Euro per Tonne",""
"Feed Stuff Price","1976M12","Ewe feed coarse (16-20% protein)","Euro per Tonne",""
"Feed Stuff Price","1976M12","Ewe pellets/nuts (16-20%)","Euro per Tonne",""
"Feed Stuff Price","1976M12","Lamb feed (16-20% protein)","Euro per Tonne",""
"Feed Stuff Price","1976M12","Cattle fattening meal (13-15% protein)","Euro per Tonne",""
"Feed Stuff Price","1977M01","Rolled barley","Euro per Tonne",""
"Feed Stuff Price","1977M01","Bran","Euro per Tonne","139"
"Feed Stuff Price","1977M01","Pollard","Euro per Tonne","134"
"Feed Stuff Price","1977M01","Soya bean meal","Euro per Tonne",""
"Feed Stuff Price","1977M01","Barley meal","Euro per Tonne","137"
"Feed Stuff Price","1977M01","Maize meal","Euro per Tonne","149"
"Feed Stuff Price","1977M01","Flaked maize","Euro per Tonne","169"
"Feed Stuff Price","1977M01","Pig creep (18-24% protein)","Euro per Tonne","183"
"Feed Stuff Price","1977M01","Pig grower (16-18% protein)","Euro per Tonne",""
"Feed Stuff Price","1977M01","Pig fattening meal (13-15% protein)","Euro per Tonne","156"
"Feed Stuff Price","1977M01","Sow breeder (14-16% protein)","Euro per Tonne",""
"Feed Stuff Price","1977M01","Sow, weaner and 'bonham' meal (16-17.5% protein)","Euro per Tonne","162"
"Feed Stuff Price","1977M01","Calf nuts and cubes (16-18% protein)","Euro per Tonne",""
"Feed Stuff Price","1977M01","Calf meal (16-18% protein)","Euro per Tonne","164"
"Feed Stuff Price","1977M01","Calf nuts and cubes (14-15% protein)","Euro per Tonne",""
"Feed Stuff Price","1977M01","Cattle fattening nuts and cubes (13-15% protein)","Euro per Tonne",""
"Feed Stuff Price","1977M01","Dairy nuts and cubes (16-18% protein)","Euro per Tonne",""
"Feed Stuff Price","1977M01","Dairy meal (16-18% protein)","Euro per Tonne","153"
"Feed Stuff Price","1977M01","Dairy nuts and cubes (13-15% protein)","Euro per Tonne",""
"Feed Stuff Price","1977M01","Dairy meal (13-15% protein)","Euro per Tonne",""
"Feed Stuff Price","1977M01","Chick mash (18-20% protein)","Euro per Tonne","185"
"Feed Stuff Price","1977M01","Layers' mash (14-16% protein)","Euro per Tonne","169"
"Feed Stuff Price","1977M01","Broiler starter (22-24% protein)","Euro per Tonne",""
"Feed Stuff Price","1977M01","Broiler finisher (19-21% protein)","Euro per Tonne",""
"Feed Stuff Price","1977M01","Milk replacer","Euro per Tonne",""
"Feed Stuff Price","1977M01","Wheat","Euro per Tonne",""
"Feed Stuff Price","1977M01","Ewe feed coarse (16-20% protein)","Euro per Tonne",""
"Feed Stuff Price","1977M01","Ewe pellets/nuts (16-20%)","Euro per Tonne",""
"Feed Stuff Price","1977M01","Lamb feed (16-20% protein)","Euro per Tonne",""
"Feed Stuff Price","1977M01","Cattle fattening meal (13-15% protein)","Euro per Tonne",""
"Feed Stuff Price","1977M02","Rolled barley","Euro per Tonne",""
"Feed Stuff Price","1977M02","Bran","Euro per Tonne","142"
"Feed Stuff Price","1977M02","Pollard","Euro per Tonne","138"
"Feed Stuff Price","1977M02","Soya bean meal","Euro per Tonne",""
"Feed Stuff Price","1977M02","Barley meal","Euro per Tonne","144"
"Feed Stuff Price","1977M02","Maize meal","Euro per Tonne","154"
"Feed Stuff Price","1977M02","Flaked maize","Euro per Tonne","179"
"Feed Stuff Price","1977M02","Pig creep (18-24% protein)","Euro per Tonne","186"
"Feed Stuff Price","1977M02","Pig grower (16-18% protein)","Euro per Tonne",""
"Feed Stuff Price","1977M02","Pig fattening meal (13-15% protein)","Euro per Tonne","161"
"Feed Stuff Price","1977M02","Sow breeder (14-16% protein)","Euro per Tonne",""
"Feed Stuff Price","1977M02","Sow, weaner and 'bonham' meal (16-17.5% protein)","Euro per Tonne","166"
"Feed Stuff Price","1977M02","Calf nuts and cubes (16-18% protein)","Euro per Tonne",""
"Feed Stuff Price","1977M02","Calf meal (16-18% protein)","Euro per Tonne","168"
"Feed Stuff Price","1977M02","Calf nuts and cubes (14-15% protein)","Euro per Tonne",""
"Feed Stuff Price","1977M02","Cattle fattening nuts and cubes (13-15% protein)","Euro per Tonne",""
"Feed Stuff Price","1977M02","Dairy nuts and cubes (16-18% protein)","Euro per Tonne",""
"Feed Stuff Price","1977M02","Dairy meal (16-18% protein)","Euro per Tonne","160"
"Feed Stuff Price","1977M02","Dairy nuts and cubes (13-15% protein)","Euro per Tonne",""
"Feed Stuff Price","1977M02","Dairy meal (13-15% protein)","Euro per Tonne",""
"Feed Stuff Price","1977M02","Chick mash (18-20% protein)","Euro per Tonne","190"
"Feed Stuff Price","1977M02","Layers' mash (14-16% protein)","Euro per Tonne","173"
"Feed Stuff Price","1977M02","Broiler starter (22-24% protein)","Euro per Tonne",""
"Feed Stuff Price","1977M02","Broiler finisher (19-21% protein)","Euro per Tonne",""
"Feed Stuff Price","1977M02","Milk replacer","Euro per Tonne",""
"Feed Stuff Price","1977M02","Wheat","Euro per Tonne",""
"Feed Stuff Price","1977M02","Ewe feed coarse (16-20% protein)","Euro per Tonne",""
"Feed Stuff Price","1977M02","Ewe pellets/nuts (16-20%)","Euro per Tonne",""
"Feed Stuff Price","1977M02","Lamb feed (16-20% protein)","Euro per Tonne",""
"Feed Stuff Price","1977M02","Cattle fattening meal (13-15% protein)","Euro per Tonne",""
"Feed Stuff Price","1977M03","Rolled barley","Euro per Tonne",""
"Feed Stuff Price","1977M03","Bran","Euro per Tonne","146"
"Feed Stuff Price","1977M03","Pollard","Euro per Tonne","139"
"Feed Stuff Price","1977M03","Soya bean meal","Euro per Tonne",""
"Feed Stuff Price","1977M03","Barley meal","Euro per Tonne","149"
"Feed Stuff Price","1977M03","Maize meal","Euro per Tonne","157"
"Feed Stuff Price","1977M03","Flaked maize","Euro per Tonne","184"
"Feed Stuff Price","1977M03","Pig creep (18-24% protein)","Euro per Tonne","198"
"Feed Stuff Price","1977M03","Pig grower (16-18% protein)","Euro per Tonne",""
"Feed Stuff Price","1977M03","Pig fattening meal (13-15% protein)","Euro per Tonne","166"
"Feed Stuff Price","1977M03","Sow breeder (14-16% protein)","Euro per Tonne",""
"Feed Stuff Price","1977M03","Sow, weaner and 'bonham' meal (16-17.5% protein)","Euro per Tonne","172"
"Feed Stuff Price","1977M03","Calf nuts and cubes (16-18% protein)","Euro per Tonne",""
"Feed Stuff Price","1977M03","Calf meal (16-18% protein)","Euro per Tonne","173"
"Feed Stuff Price","1977M03","Calf nuts and cubes (14-15% protein)","Euro per Tonne",""
"Feed Stuff Price","1977M03","Cattle fattening nuts and cubes (13-15% protein)","Euro per Tonne",""
"Feed Stuff Price","1977M03","Dairy nuts and cubes (16-18% protein)","Euro per Tonne",""
"Feed Stuff Price","1977M03","Dairy meal (16-18% protein)","Euro per Tonne","163"
"Feed Stuff Price","1977M03","Dairy nuts and cubes (13-15% protein)","Euro per Tonne",""
"Feed Stuff Price","1977M03","Dairy meal (13-15% protein)","Euro per Tonne",""
"Feed Stuff Price","1977M03","Chick mash (18-20% protein)","Euro per Tonne","201"
"Feed Stuff Price","1977M03","Layers' mash (14-16% protein)","Euro per Tonne","179"
"Feed Stuff Price","1977M03","Broiler starter (22-24% protein)","Euro per Tonne",""
"Feed Stuff Price","1977M03","Broiler finisher (19-21% protein)","Euro per Tonne",""
"Feed Stuff Price","1977M03","Milk replacer","Euro per Tonne",""
"Feed Stuff Price","1977M03","Wheat","Euro per Tonne",""
"Feed Stuff Price","1977M03","Ewe feed coarse (16-20% protein)","Euro per Tonne",""
"Feed Stuff Price","1977M03","Ewe pellets/nuts (16-20%)","Euro per Tonne",""
"Feed Stuff Price","1977M03","Lamb feed (16-20% protein)","Euro per Tonne",""
"Feed Stuff Price","1977M03","Cattle fattening meal (13-15% protein)","Euro per Tonne",""
"Feed Stuff Price","1977M04","Rolled barley","Euro per Tonne",""
"Feed Stuff Price","1977M04","Bran","Euro per Tonne","149"
"Feed Stuff Price","1977M04","Pollard","Euro per Tonne","141"
"Feed Stuff Price","1977M04","Soya bean meal","Euro per Tonne",""
"Feed Stuff Price","1977M04","Barley meal","Euro per Tonne","151"
"Feed Stuff Price","1977M04","Maize meal","Euro per Tonne","160"
"Feed Stuff Price","1977M04","Flaked maize","Euro per Tonne","188"
"Feed Stuff Price","1977M04","Pig creep (18-24% protein)","Euro per Tonne","204"
"Feed Stuff Price","1977M04","Pig grower (16-18% protein)","Euro per Tonne",""
"Feed Stuff Price","1977M04","Pig fattening meal (13-15% protein)","Euro per Tonne","170"
"Feed Stuff Price","1977M04","Sow breeder (14-16% protein)","Euro per Tonne",""
"Feed Stuff Price","1977M04","Sow, weaner and 'bonham' meal (16-17.5% protein)","Euro per Tonne","177"
"Feed Stuff Price","1977M04","Calf nuts and cubes (16-18% protein)","Euro per Tonne",""
"Feed Stuff Price","1977M04","Calf meal (16-18% protein)","Euro per Tonne","178"
"Feed Stuff Price","1977M04","Calf nuts and cubes (14-15% protein)","Euro per Tonne",""
"Feed Stuff Price","1977M04","Cattle fattening nuts and cubes (13-15% protein)","Euro per Tonne",""
"Feed Stuff Price","1977M04","Dairy nuts and cubes (16-18% protein)","Euro per Tonne",""
"Feed Stuff Price","1977M04","Dairy meal (16-18% protein)","Euro per Tonne","168"
"Feed Stuff Price","1977M04","Dairy nuts and cubes (13-15% protein)","Euro per Tonne",""
"Feed Stuff Price","1977M04","Dairy meal (13-15% protein)","Euro per Tonne",""
"Feed Stuff Price","1977M04","Chick mash (18-20% protein)","Euro per Tonne","204"
"Feed Stuff Price","1977M04","Layers' mash (14-16% protein)","Euro per Tonne","182"
"Feed Stuff Price","1977M04","Broiler starter (22-24% protein)","Euro per Tonne",""
"Feed Stuff Price","1977M04","Broiler finisher (19-21% protein)","Euro per Tonne",""
"Feed Stuff Price","1977M04","Milk replacer","Euro per Tonne",""
"Feed Stuff Price","1977M04","Wheat","Euro per Tonne",""
"Feed Stuff Price","1977M04","Ewe feed coarse (16-20% protein)","Euro per Tonne",""
"Feed Stuff Price","1977M04","Ewe pellets/nuts (16-20%)","Euro per Tonne",""
"Feed Stuff Price","1977M04","Lamb feed (16-20% protein)","Euro per Tonne",""
"Feed Stuff Price","1977M04","Cattle fattening meal (13-15% protein)","Euro per Tonne",""
"Feed Stuff Price","1977M05","Rolled barley","Euro per Tonne",""
"Feed Stuff Price","1977M05","Bran","Euro per Tonne","152"
"Feed Stuff Price","1977M05","Pollard","Euro per Tonne","143"
"Feed Stuff Price","1977M05","Soya bean meal","Euro per Tonne",""
"Feed Stuff Price","1977M05","Barley meal","Euro per Tonne","153"
"Feed Stuff Price","1977M05","Maize meal","Euro per Tonne","163"
"Feed Stuff Price","1977M05","Flaked maize","Euro per Tonne","190"
"Feed Stuff Price","1977M05","Pig creep (18-24% protein)","Euro per Tonne","216"
"Feed Stuff Price","1977M05","Pig grower (16-18% protein)","Euro per Tonne",""
"Feed Stuff Price","1977M05","Pig fattening meal (13-15% protein)","Euro per Tonne","175"
"Feed Stuff Price","1977M05","Sow breeder (14-16% protein)","Euro per Tonne",""
"Feed Stuff Price","1977M05","Sow, weaner and 'bonham' meal (16-17.5% protein)","Euro per Tonne","182"
"Feed Stuff Price","1977M05","Calf nuts and cubes (16-18% protein)","Euro per Tonne",""
"Feed Stuff Price","1977M05","Calf meal (16-18% protein)","Euro per Tonne","182"
"Feed Stuff Price","1977M05","Calf nuts and cubes (14-15% protein)","Euro per Tonne",""
"Feed Stuff Price","1977M05","Cattle fattening nuts and cubes (13-15% protein)","Euro per Tonne",""
"Feed Stuff Price","1977M05","Dairy nuts and cubes (16-18% protein)","Euro per Tonne",""
"Feed Stuff Price","1977M05","Dairy meal (16-18% protein)","Euro per Tonne","171"
"Feed Stuff Price","1977M05","Dairy nuts and cubes (13-15% protein)","Euro per Tonne",""
"Feed Stuff Price","1977M05","Dairy meal (13-15% protein)","Euro per Tonne",""
"Feed Stuff Price","1977M05","Chick mash (18-20% protein)","Euro per Tonne","207"
"Feed Stuff Price","1977M05","Layers' mash (14-16% protein)","Euro per Tonne","185"
"Feed Stuff Price","1977M05","Broiler starter (22-24% protein)","Euro per Tonne",""
"Feed Stuff Price","1977M05","Broiler finisher (19-21% protein)","Euro per Tonne",""
"Feed Stuff Price","1977M05","Milk replacer","Euro per Tonne",""
"Feed Stuff Price","1977M05","Wheat","Euro per Tonne",""
"Feed Stuff Price","1977M05","Ewe feed coarse (16-20% protein)","Euro per Tonne",""
"Feed Stuff Price","1977M05","Ewe pellets/nuts (16-20%)","Euro per Tonne",""
"Feed Stuff Price","1977M05","Lamb feed (16-20% protein)","Euro per Tonne",""
"Feed Stuff Price","1977M05","Cattle fattening meal (13-15% protein)","Euro per Tonne",""
"Feed Stuff Price","1977M06","Rolled barley","Euro per Tonne",""
"Feed Stuff Price","1977M06","Bran","Euro per Tonne","153"
"Feed Stuff Price","1977M06","Pollard","Euro per Tonne","145"
"Feed Stuff Price","1977M06","Soya bean meal","Euro per Tonne",""
"Feed Stuff Price","1977M06","Barley meal","Euro per Tonne","154"
"Feed Stuff Price","1977M06","Maize meal","Euro per Tonne","164"
"Feed Stuff Price","1977M06","Flaked maize","Euro per Tonne","191"
"Feed Stuff Price","1977M06","Pig creep (18-24% protein)","Euro per Tonne","219"
"Feed Stuff Price","1977M06","Pig grower (16-18% protein)","Euro per Tonne",""
"Feed Stuff Price","1977M06","Pig fattening meal (13-15% protein)","Euro per Tonne","177"
"Feed Stuff Price","1977M06","Sow breeder (14-16% protein)","Euro per Tonne",""
"Feed Stuff Price","1977M06","Sow, weaner and 'bonham' meal (16-17.5% protein)","Euro per Tonne","184"
"Feed Stuff Price","1977M06","Calf nuts and cubes (16-18% protein)","Euro per Tonne",""
"Feed Stuff Price","1977M06","Calf meal (16-18% protein)","Euro per Tonne","184"
"Feed Stuff Price","1977M06","Calf nuts and cubes (14-15% protein)","Euro per Tonne",""
"Feed Stuff Price","1977M06","Cattle fattening nuts and cubes (13-15% protein)","Euro per Tonne",""
"Feed Stuff Price","1977M06","Dairy nuts and cubes (16-18% protein)","Euro per Tonne",""
"Feed Stuff Price","1977M06","Dairy meal (16-18% protein)","Euro per Tonne","174"
"Feed Stuff Price","1977M06","Dairy nuts and cubes (13-15% protein)","Euro per Tonne",""
"Feed Stuff Price","1977M06","Dairy meal (13-15% protein)","Euro per Tonne",""
"Feed Stuff Price","1977M06","Chick mash (18-20% protein)","Euro per Tonne","213"
"Feed Stuff Price","1977M06","Layers' mash (14-16% protein)","Euro per Tonne","187"
"Feed Stuff Price","1977M06","Broiler starter (22-24% protein)","Euro per Tonne",""
"Feed Stuff Price","1977M06","Broiler finisher (19-21% protein)","Euro per Tonne",""
"Feed Stuff Price","1977M06","Milk replacer","Euro per Tonne",""
"Feed Stuff Price","1977M06","Wheat","Euro per Tonne",""
"Feed Stuff Price","1977M06","Ewe feed coarse (16-20% protein)","Euro per Tonne",""
"Feed Stuff Price","1977M06","Ewe pellets/nuts (16-20%)","Euro per Tonne",""
"Feed Stuff Price","1977M06","Lamb feed (16-20% protein)","Euro per Tonne",""
"Feed Stuff Price","1977M06","Cattle fattening meal (13-15% protein)","Euro per Tonne",""
"Feed Stuff Price","1977M07","Rolled barley","Euro per Tonne",""
"Feed Stuff Price","1977M07","Bran","Euro per Tonne","152"
"Feed Stuff Price","1977M07","Pollard","Euro per Tonne","143"
"Feed Stuff Price","1977M07","Soya bean meal","Euro per Tonne",""
"Feed Stuff Price","1977M07","Barley meal","Euro per Tonne","155"
"Feed Stuff Price","1977M07","Maize meal","Euro per Tonne","163"
"Feed Stuff Price","1977M07","Flaked maize","Euro per Tonne","190"
"Feed Stuff Price","1977M07","Pig creep (18-24% protein)","Euro per Tonne","215"
"Feed Stuff Price","1977M07","Pig grower (16-18% protein)","Euro per Tonne",""
"Feed Stuff Price","1977M07","Pig fattening meal (13-15% protein)","Euro per Tonne","177"
"Feed Stuff Price","1977M07","Sow breeder (14-16% protein)","Euro per Tonne",""
"Feed Stuff Price","1977M07","Sow, weaner and 'bonham' meal (16-17.5% protein)","Euro per Tonne","184"
"Feed Stuff Price","1977M07","Calf nuts and cubes (16-18% protein)","Euro per Tonne",""
"Feed Stuff Price","1977M07","Calf meal (16-18% protein)","Euro per Tonne","183"
"Feed Stuff Price","1977M07","Calf nuts and cubes (14-15% protein)","Euro per Tonne",""
"Feed Stuff Price","1977M07","Cattle fattening nuts and cubes (13-15% protein)","Euro per Tonne",""
"Feed Stuff Price","1977M07","Dairy nuts and cubes (16-18% protein)","Euro per Tonne",""
"Feed Stuff Price","1977M07","Dairy meal (16-18% protein)","Euro per Tonne","172"
"Feed Stuff Price","1977M07","Dairy nuts and cubes (13-15% protein)","Euro per Tonne",""
"Feed Stuff Price","1977M07","Dairy meal (13-15% protein)","Euro per Tonne",""
"Feed Stuff Price","1977M07","Chick mash (18-20% protein)","Euro per Tonne","213"
"Feed Stuff Price","1977M07","Layers' mash (14-16% protein)","Euro per Tonne","186"
"Feed Stuff Price","1977M07","Broiler starter (22-24% protein)","Euro per Tonne",""
"Feed Stuff Price","1977M07","Broiler finisher (19-21% protein)","Euro per Tonne",""
"Feed Stuff Price","1977M07","Milk replacer","Euro per Tonne",""
"Feed Stuff Price","1977M07","Wheat","Euro per Tonne",""
"Feed Stuff Price","1977M07","Ewe feed coarse (16-20% protein)","Euro per Tonne",""
"Feed Stuff Price","1977M07","Ewe pellets/nuts (16-20%)","Euro per Tonne",""
"Feed Stuff Price","1977M07","Lamb feed (16-20% protein)","Euro per Tonne",""
"Feed Stuff Price","1977M07","Cattle fattening meal (13-15% protein)","Euro per Tonne",""
"Feed Stuff Price","1977M08","Rolled barley","Euro per Tonne",""
