"Statistic","Month","Type of Feedstuff","UNIT","VALUE"
"Feed Stuff Price","2017M02","Barley meal","Euro per Tonne","."
"Feed Stuff Price","2017M02","Maize meal","Euro per Tonne","232"
"Feed Stuff Price","2017M02","Flaked maize","Euro per Tonne","280"
"Feed Stuff Price","2017M02","Pig grower (16-18% protein)","Euro per Tonne","."
"Feed Stuff Price","2017M02","Pig fattening meal (13-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2017M02","Sow breeder (14-16% protein)","Euro per Tonne","."
"Feed Stuff Price","2017M02","Sow, weaner and 'bonham' meal (16-17.5% protein)","Euro per Tonne","."
"Feed Stuff Price","2017M02","Calf nuts and cubes (16-18% protein)","Euro per Tonne","295"
"Feed Stuff Price","2017M02","Calf meal (16-18% protein)","Euro per Tonne","."
"Feed Stuff Price","2017M02","Calf nuts and cubes (14-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2017M02","Cattle fattening nuts and cubes (13-15% protein)","Euro per Tonne","265"
"Feed Stuff Price","2017M02","Dairy nuts and cubes (16-18% protein)","Euro per Tonne","270"
"Feed Stuff Price","2017M02","Dairy meal (16-18% protein)","Euro per Tonne","249"
"Feed Stuff Price","2017M02","Dairy nuts and cubes (13-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2017M02","Dairy meal (13-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2017M02","Chick mash (18-20% protein)","Euro per Tonne","."
"Feed Stuff Price","2017M02","Layers' mash (14-16% protein)","Euro per Tonne","."
"Feed Stuff Price","2017M02","Broiler starter (22-24% protein)","Euro per Tonne","."
"Feed Stuff Price","2017M02","Broiler finisher (19-21% protein)","Euro per Tonne","."
"Feed Stuff Price","2017M02","Milk replacer","Euro per Tonne","2012"
"Feed Stuff Price","2017M02","Wheat","Euro per Tonne","185"
"Feed Stuff Price","2017M02","Ewe feed coarse (16-20% protein)","Euro per Tonne","266"
"Feed Stuff Price","2017M02","Ewe pellets/nuts (16-20%)","Euro per Tonne","280"
"Feed Stuff Price","2017M02","Lamb feed (16-20% protein)","Euro per Tonne","298"
"Feed Stuff Price","2017M02","Cattle fattening meal (13-15% protein)","Euro per Tonne","249"
"Feed Stuff Price","2017M03","Rolled barley","Euro per Tonne","199"
"Feed Stuff Price","2017M03","Soya bean meal","Euro per Tonne","414"
"Feed Stuff Price","2017M03","Barley meal","Euro per Tonne","."
"Feed Stuff Price","2017M03","Maize meal","Euro per Tonne","234"
"Feed Stuff Price","2017M03","Flaked maize","Euro per Tonne","280"
"Feed Stuff Price","2017M03","Pig grower (16-18% protein)","Euro per Tonne","."
"Feed Stuff Price","2017M03","Pig fattening meal (13-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2017M03","Sow breeder (14-16% protein)","Euro per Tonne","."
"Feed Stuff Price","2017M03","Sow, weaner and 'bonham' meal (16-17.5% protein)","Euro per Tonne","."
"Feed Stuff Price","2017M03","Calf nuts and cubes (16-18% protein)","Euro per Tonne","291"
"Feed Stuff Price","2017M03","Calf meal (16-18% protein)","Euro per Tonne","."
"Feed Stuff Price","2017M03","Calf nuts and cubes (14-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2017M03","Cattle fattening nuts and cubes (13-15% protein)","Euro per Tonne","265"
"Feed Stuff Price","2017M03","Dairy nuts and cubes (16-18% protein)","Euro per Tonne","269"
"Feed Stuff Price","2017M03","Dairy meal (16-18% protein)","Euro per Tonne","247"
"Feed Stuff Price","2017M03","Dairy nuts and cubes (13-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2017M03","Dairy meal (13-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2017M03","Chick mash (18-20% protein)","Euro per Tonne","."
"Feed Stuff Price","2017M03","Layers' mash (14-16% protein)","Euro per Tonne","348"
"Feed Stuff Price","2017M03","Broiler starter (22-24% protein)","Euro per Tonne","."
"Feed Stuff Price","2017M03","Broiler finisher (19-21% protein)","Euro per Tonne","."
"Feed Stuff Price","2017M03","Milk replacer","Euro per Tonne","1981"
"Feed Stuff Price","2017M03","Wheat","Euro per Tonne","187"
"Feed Stuff Price","2017M03","Ewe feed coarse (16-20% protein)","Euro per Tonne","265"
"Feed Stuff Price","2017M03","Ewe pellets/nuts (16-20%)","Euro per Tonne","279"
"Feed Stuff Price","2017M03","Lamb feed (16-20% protein)","Euro per Tonne","296"
"Feed Stuff Price","2017M03","Cattle fattening meal (13-15% protein)","Euro per Tonne","249"
"Feed Stuff Price","2017M04","Rolled barley","Euro per Tonne","199"
"Feed Stuff Price","2017M04","Soya bean meal","Euro per Tonne","409"
"Feed Stuff Price","2017M04","Barley meal","Euro per Tonne","."
"Feed Stuff Price","2017M04","Maize meal","Euro per Tonne","233"
"Feed Stuff Price","2017M04","Flaked maize","Euro per Tonne","280"
"Feed Stuff Price","2017M04","Pig grower (16-18% protein)","Euro per Tonne","."
"Feed Stuff Price","2017M04","Pig fattening meal (13-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2017M04","Sow breeder (14-16% protein)","Euro per Tonne","."
"Feed Stuff Price","2017M04","Sow, weaner and 'bonham' meal (16-17.5% protein)","Euro per Tonne","."
"Feed Stuff Price","2017M04","Calf nuts and cubes (16-18% protein)","Euro per Tonne","291"
"Feed Stuff Price","2017M04","Calf meal (16-18% protein)","Euro per Tonne","."
"Feed Stuff Price","2017M04","Calf nuts and cubes (14-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2017M04","Cattle fattening nuts and cubes (13-15% protein)","Euro per Tonne","265"
"Feed Stuff Price","2017M04","Dairy nuts and cubes (16-18% protein)","Euro per Tonne","270"
"Feed Stuff Price","2017M04","Dairy meal (16-18% protein)","Euro per Tonne","247"
"Feed Stuff Price","2017M04","Dairy nuts and cubes (13-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2017M04","Dairy meal (13-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2017M04","Chick mash (18-20% protein)","Euro per Tonne","."
"Feed Stuff Price","2017M04","Layers' mash (14-16% protein)","Euro per Tonne","348"
"Feed Stuff Price","2017M04","Broiler starter (22-24% protein)","Euro per Tonne","."
"Feed Stuff Price","2017M04","Broiler finisher (19-21% protein)","Euro per Tonne","."
"Feed Stuff Price","2017M04","Milk replacer","Euro per Tonne","1983"
"Feed Stuff Price","2017M04","Wheat","Euro per Tonne","186"
"Feed Stuff Price","2017M04","Ewe feed coarse (16-20% protein)","Euro per Tonne","265"
"Feed Stuff Price","2017M04","Ewe pellets/nuts (16-20%)","Euro per Tonne","280"
"Feed Stuff Price","2017M04","Lamb feed (16-20% protein)","Euro per Tonne","296"
"Feed Stuff Price","2017M04","Cattle fattening meal (13-15% protein)","Euro per Tonne","249"
"Feed Stuff Price","2017M05","Rolled barley","Euro per Tonne","199"
"Feed Stuff Price","2017M05","Soya bean meal","Euro per Tonne","405"
"Feed Stuff Price","2017M05","Barley meal","Euro per Tonne","."
"Feed Stuff Price","2017M05","Maize meal","Euro per Tonne","233"
"Feed Stuff Price","2017M05","Flaked maize","Euro per Tonne","280"
"Feed Stuff Price","2017M05","Pig grower (16-18% protein)","Euro per Tonne","."
"Feed Stuff Price","2017M05","Pig fattening meal (13-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2017M05","Sow breeder (14-16% protein)","Euro per Tonne","."
"Feed Stuff Price","2017M05","Sow, weaner and 'bonham' meal (16-17.5% protein)","Euro per Tonne","."
"Feed Stuff Price","2017M05","Calf nuts and cubes (16-18% protein)","Euro per Tonne","291"
"Feed Stuff Price","2017M05","Calf meal (16-18% protein)","Euro per Tonne","."
"Feed Stuff Price","2017M05","Calf nuts and cubes (14-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2017M05","Cattle fattening nuts and cubes (13-15% protein)","Euro per Tonne","266"
"Feed Stuff Price","2017M05","Dairy nuts and cubes (16-18% protein)","Euro per Tonne","270"
"Feed Stuff Price","2017M05","Dairy meal (16-18% protein)","Euro per Tonne","247"
"Feed Stuff Price","2017M05","Dairy nuts and cubes (13-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2017M05","Dairy meal (13-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2017M05","Chick mash (18-20% protein)","Euro per Tonne","."
"Feed Stuff Price","2017M05","Layers' mash (14-16% protein)","Euro per Tonne","348"
"Feed Stuff Price","2017M05","Broiler starter (22-24% protein)","Euro per Tonne","."
"Feed Stuff Price","2017M05","Broiler finisher (19-21% protein)","Euro per Tonne","."
"Feed Stuff Price","2017M05","Milk replacer","Euro per Tonne","1991"
"Feed Stuff Price","2017M05","Wheat","Euro per Tonne","187"
"Feed Stuff Price","2017M05","Ewe feed coarse (16-20% protein)","Euro per Tonne","265"
"Feed Stuff Price","2017M05","Ewe pellets/nuts (16-20%)","Euro per Tonne","280"
"Feed Stuff Price","2017M05","Lamb feed (16-20% protein)","Euro per Tonne","296"
"Feed Stuff Price","2017M05","Cattle fattening meal (13-15% protein)","Euro per Tonne","250"
"Feed Stuff Price","2017M06","Rolled barley","Euro per Tonne","201"
"Feed Stuff Price","2017M06","Soya bean meal","Euro per Tonne","401"
"Feed Stuff Price","2017M06","Barley meal","Euro per Tonne","."
"Feed Stuff Price","2017M06","Maize meal","Euro per Tonne","231"
"Feed Stuff Price","2017M06","Flaked maize","Euro per Tonne","280"
"Feed Stuff Price","2017M06","Pig grower (16-18% protein)","Euro per Tonne","."
"Feed Stuff Price","2017M06","Pig fattening meal (13-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2017M06","Sow breeder (14-16% protein)","Euro per Tonne","."
"Feed Stuff Price","2017M06","Sow, weaner and 'bonham' meal (16-17.5% protein)","Euro per Tonne","."
"Feed Stuff Price","2017M06","Calf nuts and cubes (16-18% protein)","Euro per Tonne","292"
"Feed Stuff Price","2017M06","Calf meal (16-18% protein)","Euro per Tonne","."
"Feed Stuff Price","2017M06","Calf nuts and cubes (14-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2017M06","Cattle fattening nuts and cubes (13-15% protein)","Euro per Tonne","265"
"Feed Stuff Price","2017M06","Dairy nuts and cubes (16-18% protein)","Euro per Tonne","270"
"Feed Stuff Price","2017M06","Dairy meal (16-18% protein)","Euro per Tonne","247"
"Feed Stuff Price","2017M06","Dairy nuts and cubes (13-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2017M06","Dairy meal (13-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2017M06","Chick mash (18-20% protein)","Euro per Tonne","."
"Feed Stuff Price","2017M06","Layers' mash (14-16% protein)","Euro per Tonne","348"
"Feed Stuff Price","2017M06","Broiler starter (22-24% protein)","Euro per Tonne","."
"Feed Stuff Price","2017M06","Broiler finisher (19-21% protein)","Euro per Tonne","."
"Feed Stuff Price","2017M06","Milk replacer","Euro per Tonne","2000"
"Feed Stuff Price","2017M06","Wheat","Euro per Tonne","185"
"Feed Stuff Price","2017M06","Ewe feed coarse (16-20% protein)","Euro per Tonne","264"
"Feed Stuff Price","2017M06","Ewe pellets/nuts (16-20%)","Euro per Tonne","282"
"Feed Stuff Price","2017M06","Lamb feed (16-20% protein)","Euro per Tonne","304"
"Feed Stuff Price","2017M06","Cattle fattening meal (13-15% protein)","Euro per Tonne","250"
"Feed Stuff Price","2017M07","Rolled barley","Euro per Tonne","201"
"Feed Stuff Price","2017M07","Soya bean meal","Euro per Tonne","400"
"Feed Stuff Price","2017M07","Barley meal","Euro per Tonne","."
"Feed Stuff Price","2017M07","Maize meal","Euro per Tonne","231"
"Feed Stuff Price","2017M07","Flaked maize","Euro per Tonne","280"
"Feed Stuff Price","2017M07","Pig grower (16-18% protein)","Euro per Tonne","."
"Feed Stuff Price","2017M07","Pig fattening meal (13-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2017M07","Sow breeder (14-16% protein)","Euro per Tonne","."
"Feed Stuff Price","2017M07","Sow, weaner and 'bonham' meal (16-17.5% protein)","Euro per Tonne","."
"Feed Stuff Price","2017M07","Calf nuts and cubes (16-18% protein)","Euro per Tonne","292"
"Feed Stuff Price","2017M07","Calf meal (16-18% protein)","Euro per Tonne","."
"Feed Stuff Price","2017M07","Calf nuts and cubes (14-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2017M07","Cattle fattening nuts and cubes (13-15% protein)","Euro per Tonne","265"
"Feed Stuff Price","2017M07","Dairy nuts and cubes (16-18% protein)","Euro per Tonne","270"
"Feed Stuff Price","2017M07","Dairy meal (16-18% protein)","Euro per Tonne","247"
"Feed Stuff Price","2017M07","Dairy nuts and cubes (13-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2017M07","Dairy meal (13-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2017M07","Chick mash (18-20% protein)","Euro per Tonne","."
"Feed Stuff Price","2017M07","Layers' mash (14-16% protein)","Euro per Tonne","348"
"Feed Stuff Price","2017M07","Broiler starter (22-24% protein)","Euro per Tonne","."
"Feed Stuff Price","2017M07","Broiler finisher (19-21% protein)","Euro per Tonne","."
"Feed Stuff Price","2017M07","Milk replacer","Euro per Tonne","2000"
"Feed Stuff Price","2017M07","Wheat","Euro per Tonne","187"
"Feed Stuff Price","2017M07","Ewe feed coarse (16-20% protein)","Euro per Tonne","264"
"Feed Stuff Price","2017M07","Ewe pellets/nuts (16-20%)","Euro per Tonne","282"
"Feed Stuff Price","2017M07","Lamb feed (16-20% protein)","Euro per Tonne","304"
"Feed Stuff Price","2017M07","Cattle fattening meal (13-15% protein)","Euro per Tonne","250"
"Feed Stuff Price","2017M08","Rolled barley","Euro per Tonne","203"
"Feed Stuff Price","2017M08","Soya bean meal","Euro per Tonne","393"
"Feed Stuff Price","2017M08","Barley meal","Euro per Tonne","."
"Feed Stuff Price","2017M08","Maize meal","Euro per Tonne","229"
"Feed Stuff Price","2017M08","Flaked maize","Euro per Tonne","337"
"Feed Stuff Price","2017M08","Pig grower (16-18% protein)","Euro per Tonne","."
"Feed Stuff Price","2017M08","Pig fattening meal (13-15% protein)","Euro per Tonne","300"
"Feed Stuff Price","2017M08","Sow breeder (14-16% protein)","Euro per Tonne","."
"Feed Stuff Price","2017M08","Sow, weaner and 'bonham' meal (16-17.5% protein)","Euro per Tonne","361"
"Feed Stuff Price","2017M08","Calf nuts and cubes (16-18% protein)","Euro per Tonne","294"
"Feed Stuff Price","2017M08","Calf meal (16-18% protein)","Euro per Tonne","."
"Feed Stuff Price","2017M08","Calf nuts and cubes (14-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2017M08","Cattle fattening nuts and cubes (13-15% protein)","Euro per Tonne","266"
"Feed Stuff Price","2017M08","Dairy nuts and cubes (16-18% protein)","Euro per Tonne","271"
"Feed Stuff Price","2017M08","Dairy meal (16-18% protein)","Euro per Tonne","246"
"Feed Stuff Price","2017M08","Dairy nuts and cubes (13-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2017M08","Dairy meal (13-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2017M08","Chick mash (18-20% protein)","Euro per Tonne","."
"Feed Stuff Price","2017M08","Layers' mash (14-16% protein)","Euro per Tonne","364"
"Feed Stuff Price","2017M08","Broiler starter (22-24% protein)","Euro per Tonne","."
"Feed Stuff Price","2017M08","Broiler finisher (19-21% protein)","Euro per Tonne","."
"Feed Stuff Price","2017M08","Milk replacer","Euro per Tonne","1991"
"Feed Stuff Price","2017M08","Wheat","Euro per Tonne","199"
"Feed Stuff Price","2017M08","Ewe feed coarse (16-20% protein)","Euro per Tonne","266"
"Feed Stuff Price","2017M08","Ewe pellets/nuts (16-20%)","Euro per Tonne","280"
"Feed Stuff Price","2017M08","Lamb feed (16-20% protein)","Euro per Tonne","298"
"Feed Stuff Price","2017M08","Cattle fattening meal (13-15% protein)","Euro per Tonne","255"
"Feed Stuff Price","2017M09","Rolled barley","Euro per Tonne","203"
"Feed Stuff Price","2017M09","Soya bean meal","Euro per Tonne","388"
"Feed Stuff Price","2017M09","Barley meal","Euro per Tonne","."
"Feed Stuff Price","2017M09","Maize meal","Euro per Tonne","230"
"Feed Stuff Price","2017M09","Flaked maize","Euro per Tonne","337"
"Feed Stuff Price","2017M09","Pig grower (16-18% protein)","Euro per Tonne","."
"Feed Stuff Price","2017M09","Pig fattening meal (13-15% protein)","Euro per Tonne","300"
"Feed Stuff Price","2017M09","Sow breeder (14-16% protein)","Euro per Tonne","."
"Feed Stuff Price","2017M09","Sow, weaner and 'bonham' meal (16-17.5% protein)","Euro per Tonne","361"
"Feed Stuff Price","2017M09","Calf nuts and cubes (16-18% protein)","Euro per Tonne","294"
"Feed Stuff Price","2017M09","Calf meal (16-18% protein)","Euro per Tonne","."
"Feed Stuff Price","2017M09","Calf nuts and cubes (14-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2017M09","Cattle fattening nuts and cubes (13-15% protein)","Euro per Tonne","265"
"Feed Stuff Price","2017M09","Dairy nuts and cubes (16-18% protein)","Euro per Tonne","270"
"Feed Stuff Price","2017M09","Dairy meal (16-18% protein)","Euro per Tonne","245"
"Feed Stuff Price","2017M09","Dairy nuts and cubes (13-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2017M09","Dairy meal (13-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2017M09","Chick mash (18-20% protein)","Euro per Tonne","."
"Feed Stuff Price","2017M09","Layers' mash (14-16% protein)","Euro per Tonne","364"
"Feed Stuff Price","2017M09","Broiler starter (22-24% protein)","Euro per Tonne","."
"Feed Stuff Price","2017M09","Broiler finisher (19-21% protein)","Euro per Tonne","."
"Feed Stuff Price","2017M09","Milk replacer","Euro per Tonne","1991"
"Feed Stuff Price","2017M09","Wheat","Euro per Tonne","200"
"Feed Stuff Price","2017M09","Ewe feed coarse (16-20% protein)","Euro per Tonne","266"
"Feed Stuff Price","2017M09","Ewe pellets/nuts (16-20%)","Euro per Tonne","279"
"Feed Stuff Price","2017M09","Lamb feed (16-20% protein)","Euro per Tonne","298"
"Feed Stuff Price","2017M09","Cattle fattening meal (13-15% protein)","Euro per Tonne","254"
"Feed Stuff Price","2017M10","Rolled barley","Euro per Tonne","205"
"Feed Stuff Price","2017M10","Soya bean meal","Euro per Tonne","381"
"Feed Stuff Price","2017M10","Barley meal","Euro per Tonne","."
"Feed Stuff Price","2017M10","Maize meal","Euro per Tonne","230"
"Feed Stuff Price","2017M10","Flaked maize","Euro per Tonne","336"
"Feed Stuff Price","2017M10","Pig grower (16-18% protein)","Euro per Tonne","."
"Feed Stuff Price","2017M10","Pig fattening meal (13-15% protein)","Euro per Tonne","300"
"Feed Stuff Price","2017M10","Sow breeder (14-16% protein)","Euro per Tonne","."
"Feed Stuff Price","2017M10","Sow, weaner and 'bonham' meal (16-17.5% protein)","Euro per Tonne","361"
"Feed Stuff Price","2017M10","Calf nuts and cubes (16-18% protein)","Euro per Tonne","294"
