"Statistic","Month","Type of Cattle","UNIT","VALUE"
"Cattle Price per 100 Kg","1986M08","Heifers 350-399kg","Euro","139.14"
"Cattle Price per 100 Kg","1986M08","Heifers 400-449kg","Euro","138.41"
"Cattle Price per 100 Kg","1986M08","Cows for slaughter","Euro","96.72"
"Cattle Price per 100 Kg","1986M09","Bullocks 200-249kg","Euro","146.86"
"Cattle Price per 100 Kg","1986M09","Bullocks 250-299kg","Euro","139.53"
"Cattle Price per 100 Kg","1986M09","Bullocks 300-349kg","Euro","139.35"
"Cattle Price per 100 Kg","1986M09","Bullocks 350-399kg","Euro","142.92"
"Cattle Price per 100 Kg","1986M09","Bullocks 400-449kg","Euro","156.27"
"Cattle Price per 100 Kg","1986M09","Bullocks 450-499kg","Euro","159.03"
"Cattle Price per 100 Kg","1986M09","Bullocks 500-549kg","Euro","160.11"
"Cattle Price per 100 Kg","1986M09","Bullocks 550kg+","Euro","157.59"
"Cattle Price per 100 Kg","1986M09","Heifers 200-249kg","Euro","156.18"
"Cattle Price per 100 Kg","1986M09","Heifers 250-299kg","Euro","143.71"
"Cattle Price per 100 Kg","1986M09","Heifers 300-349kg","Euro","141.91"
"Cattle Price per 100 Kg","1986M09","Heifers 350-399kg","Euro","141.41"
"Cattle Price per 100 Kg","1986M09","Heifers 400-449kg","Euro","135.27"
"Cattle Price per 100 Kg","1986M09","Cows for slaughter","Euro","91.56"
"Cattle Price per 100 Kg","1986M10","Bullocks 200-249kg","Euro","155.44"
"Cattle Price per 100 Kg","1986M10","Bullocks 250-299kg","Euro","143.02"
"Cattle Price per 100 Kg","1986M10","Bullocks 300-349kg","Euro","141.8"
"Cattle Price per 100 Kg","1986M10","Bullocks 350-399kg","Euro","155.77"
"Cattle Price per 100 Kg","1986M10","Bullocks 400-449kg","Euro","160.13"
"Cattle Price per 100 Kg","1986M10","Bullocks 450-499kg","Euro","162.62"
"Cattle Price per 100 Kg","1986M10","Bullocks 500-549kg","Euro","162.59"
"Cattle Price per 100 Kg","1986M10","Bullocks 550kg+","Euro","158.74"
"Cattle Price per 100 Kg","1986M10","Heifers 200-249kg","Euro","145.52"
"Cattle Price per 100 Kg","1986M10","Heifers 250-299kg","Euro","143.89"
"Cattle Price per 100 Kg","1986M10","Heifers 300-349kg","Euro","144.38"
"Cattle Price per 100 Kg","1986M10","Heifers 350-399kg","Euro","136.47"
"Cattle Price per 100 Kg","1986M10","Heifers 400-449kg","Euro","133.78"
"Cattle Price per 100 Kg","1986M10","Cows for slaughter","Euro","93.99"
"Cattle Price per 100 Kg","1986M11","Bullocks 200-249kg","Euro","151.61"
"Cattle Price per 100 Kg","1986M11","Bullocks 250-299kg","Euro","142.78"
"Cattle Price per 100 Kg","1986M11","Bullocks 300-349kg","Euro","153.73"
"Cattle Price per 100 Kg","1986M11","Bullocks 350-399kg","Euro","161.93"
"Cattle Price per 100 Kg","1986M11","Bullocks 400-449kg","Euro","166.02"
"Cattle Price per 100 Kg","1986M11","Bullocks 450-499kg","Euro","167.21"
"Cattle Price per 100 Kg","1986M11","Bullocks 500-549kg","Euro","163.99"
"Cattle Price per 100 Kg","1986M11","Bullocks 550kg+","Euro","153.4"
"Cattle Price per 100 Kg","1986M11","Heifers 200-249kg","Euro","145.97"
"Cattle Price per 100 Kg","1986M11","Heifers 250-299kg","Euro","148.62"
"Cattle Price per 100 Kg","1986M11","Heifers 300-349kg","Euro","138.46"
"Cattle Price per 100 Kg","1986M11","Heifers 350-399kg","Euro","134.16"
"Cattle Price per 100 Kg","1986M11","Heifers 400-449kg","Euro","134.64"
"Cattle Price per 100 Kg","1986M11","Cows for slaughter","Euro","92.64"
"Cattle Price per 100 Kg","1986M12","Bullocks 200-249kg","Euro","155.61"
"Cattle Price per 100 Kg","1986M12","Bullocks 250-299kg","Euro","158.78"
"Cattle Price per 100 Kg","1986M12","Bullocks 300-349kg","Euro","162.35"
"Cattle Price per 100 Kg","1986M12","Bullocks 350-399kg","Euro","168.04"
"Cattle Price per 100 Kg","1986M12","Bullocks 400-449kg","Euro","170.49"
"Cattle Price per 100 Kg","1986M12","Bullocks 450-499kg","Euro","167.49"
"Cattle Price per 100 Kg","1986M12","Bullocks 500-549kg","Euro","156.88"
"Cattle Price per 100 Kg","1986M12","Bullocks 550kg+","Euro","151.68"
"Cattle Price per 100 Kg","1986M12","Heifers 200-249kg","Euro","152.79"
"Cattle Price per 100 Kg","1986M12","Heifers 250-299kg","Euro","141.61"
"Cattle Price per 100 Kg","1986M12","Heifers 300-349kg","Euro","134.57"
"Cattle Price per 100 Kg","1986M12","Heifers 350-399kg","Euro","134.67"
"Cattle Price per 100 Kg","1986M12","Heifers 400-449kg","Euro","139.73"
"Cattle Price per 100 Kg","1986M12","Cows for slaughter","Euro","98.95"
"Cattle Price per 100 Kg","1987M01","Bullocks 200-249kg","Euro","171.74"
"Cattle Price per 100 Kg","1987M01","Bullocks 250-299kg","Euro","168.15"
"Cattle Price per 100 Kg","1987M01","Bullocks 300-349kg","Euro","170.14"
"Cattle Price per 100 Kg","1987M01","Bullocks 350-399kg","Euro","173.07"
"Cattle Price per 100 Kg","1987M01","Bullocks 400-449kg","Euro","169.55"
"Cattle Price per 100 Kg","1987M01","Bullocks 450-499kg","Euro","159.43"
"Cattle Price per 100 Kg","1987M01","Bullocks 500-549kg","Euro","154.74"
"Cattle Price per 100 Kg","1987M01","Bullocks 550kg+","Euro","153.13"
"Cattle Price per 100 Kg","1987M01","Heifers 200-249kg","Euro","148.38"
"Cattle Price per 100 Kg","1987M01","Heifers 250-299kg","Euro","138.38"
"Cattle Price per 100 Kg","1987M01","Heifers 300-349kg","Euro","136.78"
"Cattle Price per 100 Kg","1987M01","Heifers 350-399kg","Euro","140.03"
"Cattle Price per 100 Kg","1987M01","Heifers 400-449kg","Euro","148.91"
"Cattle Price per 100 Kg","1987M01","Cows for slaughter","Euro","102.44"
"Cattle Price per 100 Kg","1987M02","Bullocks 200-249kg","Euro","173.26"
"Cattle Price per 100 Kg","1987M02","Bullocks 250-299kg","Euro","177.1"
"Cattle Price per 100 Kg","1987M02","Bullocks 300-349kg","Euro","175.66"
"Cattle Price per 100 Kg","1987M02","Bullocks 350-399kg","Euro","172.86"
"Cattle Price per 100 Kg","1987M02","Bullocks 400-449kg","Euro","160.25"
"Cattle Price per 100 Kg","1987M02","Bullocks 450-499kg","Euro","156.86"
"Cattle Price per 100 Kg","1987M02","Bullocks 500-549kg","Euro","155.29"
"Cattle Price per 100 Kg","1987M02","Bullocks 550kg+","Euro","152.2"
"Cattle Price per 100 Kg","1987M02","Heifers 200-249kg","Euro","148.33"
"Cattle Price per 100 Kg","1987M02","Heifers 250-299kg","Euro","142.16"
"Cattle Price per 100 Kg","1987M02","Heifers 300-349kg","Euro","141.74"
"Cattle Price per 100 Kg","1987M02","Heifers 350-399kg","Euro","151.58"
"Cattle Price per 100 Kg","1987M02","Heifers 400-449kg","Euro","154.55"
"Cattle Price per 100 Kg","1987M02","Cows for slaughter","Euro","109.22"
"Cattle Price per 100 Kg","1987M03","Bullocks 200-249kg","Euro","180.63"
"Cattle Price per 100 Kg","1987M03","Bullocks 250-299kg","Euro","181.94"
"Cattle Price per 100 Kg","1987M03","Bullocks 300-349kg","Euro","174"
"Cattle Price per 100 Kg","1987M03","Bullocks 350-399kg","Euro","161.12"
"Cattle Price per 100 Kg","1987M03","Bullocks 400-449kg","Euro","160.16"
"Cattle Price per 100 Kg","1987M03","Bullocks 450-499kg","Euro","158.12"
"Cattle Price per 100 Kg","1987M03","Bullocks 500-549kg","Euro","152.65"
"Cattle Price per 100 Kg","1987M03","Bullocks 550kg+","Euro","151.99"
"Cattle Price per 100 Kg","1987M03","Heifers 200-249kg","Euro","148.03"
"Cattle Price per 100 Kg","1987M03","Heifers 250-299kg","Euro","147.44"
"Cattle Price per 100 Kg","1987M03","Heifers 300-349kg","Euro","156.3"
"Cattle Price per 100 Kg","1987M03","Heifers 350-399kg","Euro","158.51"
"Cattle Price per 100 Kg","1987M03","Heifers 400-449kg","Euro","161.57"
"Cattle Price per 100 Kg","1987M03","Cows for slaughter","Euro","112.52"
"Cattle Price per 100 Kg","1987M04","Bullocks 200-249kg","Euro","185.98"
"Cattle Price per 100 Kg","1987M04","Bullocks 250-299kg","Euro","179.93"
"Cattle Price per 100 Kg","1987M04","Bullocks 300-349kg","Euro","164.46"
"Cattle Price per 100 Kg","1987M04","Bullocks 350-399kg","Euro","163.52"
"Cattle Price per 100 Kg","1987M04","Bullocks 400-449kg","Euro","161.97"
"Cattle Price per 100 Kg","1987M04","Bullocks 450-499kg","Euro","154.43"
"Cattle Price per 100 Kg","1987M04","Bullocks 500-549kg","Euro","152.31"
"Cattle Price per 100 Kg","1987M04","Bullocks 550kg+","Euro","150.38"
"Cattle Price per 100 Kg","1987M04","Heifers 200-249kg","Euro","158.21"
"Cattle Price per 100 Kg","1987M04","Heifers 250-299kg","Euro","165.35"
"Cattle Price per 100 Kg","1987M04","Heifers 300-349kg","Euro","166.39"
"Cattle Price per 100 Kg","1987M04","Heifers 350-399kg","Euro","167.01"
"Cattle Price per 100 Kg","1987M04","Heifers 400-449kg","Euro","168.71"
"Cattle Price per 100 Kg","1987M04","Cows for slaughter","Euro","116.63"
"Cattle Price per 100 Kg","1987M05","Bullocks 200-249kg","Euro","187.57"
"Cattle Price per 100 Kg","1987M05","Bullocks 250-299kg","Euro","170.88"
"Cattle Price per 100 Kg","1987M05","Bullocks 300-349kg","Euro","168"
"Cattle Price per 100 Kg","1987M05","Bullocks 350-399kg","Euro","166.28"
"Cattle Price per 100 Kg","1987M05","Bullocks 400-449kg","Euro","158.5"
"Cattle Price per 100 Kg","1987M05","Bullocks 450-499kg","Euro","154.06"
"Cattle Price per 100 Kg","1987M05","Bullocks 500-549kg","Euro","150.97"
"Cattle Price per 100 Kg","1987M05","Bullocks 550kg+","Euro","151.94"
"Cattle Price per 100 Kg","1987M05","Heifers 200-249kg","Euro","184.05"
"Cattle Price per 100 Kg","1987M05","Heifers 250-299kg","Euro","176.24"
"Cattle Price per 100 Kg","1987M05","Heifers 300-349kg","Euro","174.79"
"Cattle Price per 100 Kg","1987M05","Heifers 350-399kg","Euro","175.55"
"Cattle Price per 100 Kg","1987M05","Heifers 400-449kg","Euro","168.37"
"Cattle Price per 100 Kg","1987M05","Cows for slaughter","Euro","120.88"
"Cattle Price per 100 Kg","1987M06","Bullocks 200-249kg","Euro","178.61"
"Cattle Price per 100 Kg","1987M06","Bullocks 250-299kg","Euro","173.31"
"Cattle Price per 100 Kg","1987M06","Bullocks 300-349kg","Euro","170.37"
"Cattle Price per 100 Kg","1987M06","Bullocks 350-399kg","Euro","162.34"
"Cattle Price per 100 Kg","1987M06","Bullocks 400-449kg","Euro","157.14"
"Cattle Price per 100 Kg","1987M06","Bullocks 450-499kg","Euro","153.31"
"Cattle Price per 100 Kg","1987M06","Bullocks 500-549kg","Euro","152.64"
"Cattle Price per 100 Kg","1987M06","Bullocks 550kg+","Euro","157.63"
"Cattle Price per 100 Kg","1987M06","Heifers 200-249kg","Euro","189.52"
"Cattle Price per 100 Kg","1987M06","Heifers 250-299kg","Euro","187.97"
"Cattle Price per 100 Kg","1987M06","Heifers 300-349kg","Euro","185.15"
"Cattle Price per 100 Kg","1987M06","Heifers 350-399kg","Euro","176.95"
"Cattle Price per 100 Kg","1987M06","Heifers 400-449kg","Euro","170.72"
"Cattle Price per 100 Kg","1987M06","Cows for slaughter","Euro","116.35"
"Cattle Price per 100 Kg","1987M07","Bullocks 200-249kg","Euro","179.19"
"Cattle Price per 100 Kg","1987M07","Bullocks 250-299kg","Euro","175.19"
"Cattle Price per 100 Kg","1987M07","Bullocks 300-349kg","Euro","166.87"
"Cattle Price per 100 Kg","1987M07","Bullocks 350-399kg","Euro","159.86"
"Cattle Price per 100 Kg","1987M07","Bullocks 400-449kg","Euro","157.04"
"Cattle Price per 100 Kg","1987M07","Bullocks 450-499kg","Euro","156.34"
"Cattle Price per 100 Kg","1987M07","Bullocks 500-549kg","Euro","160.19"
"Cattle Price per 100 Kg","1987M07","Bullocks 550kg+","Euro","162.07"
"Cattle Price per 100 Kg","1987M07","Heifers 200-249kg","Euro","203.23"
"Cattle Price per 100 Kg","1987M07","Heifers 250-299kg","Euro","198.16"
"Cattle Price per 100 Kg","1987M07","Heifers 300-349kg","Euro","187.69"
"Cattle Price per 100 Kg","1987M07","Heifers 350-399kg","Euro","178.18"
"Cattle Price per 100 Kg","1987M07","Heifers 400-449kg","Euro","169.46"
"Cattle Price per 100 Kg","1987M07","Cows for slaughter","Euro","115.62"
"Cattle Price per 100 Kg","1987M08","Bullocks 200-249kg","Euro","190.96"
"Cattle Price per 100 Kg","1987M08","Bullocks 250-299kg","Euro","173.67"
"Cattle Price per 100 Kg","1987M08","Bullocks 300-349kg","Euro","164.96"
"Cattle Price per 100 Kg","1987M08","Bullocks 350-399kg","Euro","159.2"
"Cattle Price per 100 Kg","1987M08","Bullocks 400-449kg","Euro","160.79"
"Cattle Price per 100 Kg","1987M08","Bullocks 450-499kg","Euro","166.03"
"Cattle Price per 100 Kg","1987M08","Bullocks 500-549kg","Euro","168.21"
"Cattle Price per 100 Kg","1987M08","Bullocks 550kg+","Euro","165.74"
"Cattle Price per 100 Kg","1987M08","Heifers 200-249kg","Euro","213.28"
"Cattle Price per 100 Kg","1987M08","Heifers 250-299kg","Euro","201.47"
"Cattle Price per 100 Kg","1987M08","Heifers 300-349kg","Euro","186.75"
"Cattle Price per 100 Kg","1987M08","Heifers 350-399kg","Euro","178.35"
"Cattle Price per 100 Kg","1987M08","Heifers 400-449kg","Euro","169.59"
"Cattle Price per 100 Kg","1987M08","Cows for slaughter","Euro","109.11"
"Cattle Price per 100 Kg","1987M09","Bullocks 200-249kg","Euro","187.93"
"Cattle Price per 100 Kg","1987M09","Bullocks 250-299kg","Euro","173.19"
"Cattle Price per 100 Kg","1987M09","Bullocks 300-349kg","Euro","164.65"
"Cattle Price per 100 Kg","1987M09","Bullocks 350-399kg","Euro","164.95"
"Cattle Price per 100 Kg","1987M09","Bullocks 400-449kg","Euro","171.17"
"Cattle Price per 100 Kg","1987M09","Bullocks 450-499kg","Euro","173.52"
"Cattle Price per 100 Kg","1987M09","Bullocks 500-549kg","Euro","171.95"
"Cattle Price per 100 Kg","1987M09","Bullocks 550kg+","Euro","170.93"
"Cattle Price per 100 Kg","1987M09","Heifers 200-249kg","Euro","215.23"
"Cattle Price per 100 Kg","1987M09","Heifers 250-299kg","Euro","198.92"
"Cattle Price per 100 Kg","1987M09","Heifers 300-349kg","Euro","186.32"
"Cattle Price per 100 Kg","1987M09","Heifers 350-399kg","Euro","175.88"
"Cattle Price per 100 Kg","1987M09","Heifers 400-449kg","Euro","162.22"
"Cattle Price per 100 Kg","1987M09","Cows for slaughter","Euro","103.18"
"Cattle Price per 100 Kg","1987M10","Bullocks 200-249kg","Euro","181.04"
"Cattle Price per 100 Kg","1987M10","Bullocks 250-299kg","Euro","174.64"
"Cattle Price per 100 Kg","1987M10","Bullocks 300-349kg","Euro","169.94"
"Cattle Price per 100 Kg","1987M10","Bullocks 350-399kg","Euro","177.32"
"Cattle Price per 100 Kg","1987M10","Bullocks 400-449kg","Euro","179.49"
"Cattle Price per 100 Kg","1987M10","Bullocks 450-499kg","Euro","179.25"
"Cattle Price per 100 Kg","1987M10","Bullocks 500-549kg","Euro","178.06"
"Cattle Price per 100 Kg","1987M10","Bullocks 550kg+","Euro","172.16"
"Cattle Price per 100 Kg","1987M10","Heifers 200-249kg","Euro","213.86"
"Cattle Price per 100 Kg","1987M10","Heifers 250-299kg","Euro","196.82"
"Cattle Price per 100 Kg","1987M10","Heifers 300-349kg","Euro","182.63"
"Cattle Price per 100 Kg","1987M10","Heifers 350-399kg","Euro","165.76"
"Cattle Price per 100 Kg","1987M10","Heifers 400-449kg","Euro","161.37"
"Cattle Price per 100 Kg","1987M10","Cows for slaughter","Euro","107.79"
"Cattle Price per 100 Kg","1987M11","Bullocks 200-249kg","Euro","187.96"
"Cattle Price per 100 Kg","1987M11","Bullocks 250-299kg","Euro","183.83"
"Cattle Price per 100 Kg","1987M11","Bullocks 300-349kg","Euro","186.58"
"Cattle Price per 100 Kg","1987M11","Bullocks 350-399kg","Euro","185.61"
"Cattle Price per 100 Kg","1987M11","Bullocks 400-449kg","Euro","186.32"
"Cattle Price per 100 Kg","1987M11","Bullocks 450-499kg","Euro","184.34"
"Cattle Price per 100 Kg","1987M11","Bullocks 500-549kg","Euro","180.32"
"Cattle Price per 100 Kg","1987M11","Bullocks 550kg+","Euro","171.59"
"Cattle Price per 100 Kg","1987M11","Heifers 200-249kg","Euro","209.1"
"Cattle Price per 100 Kg","1987M11","Heifers 250-299kg","Euro","194.93"
"Cattle Price per 100 Kg","1987M11","Heifers 300-349kg","Euro","171.47"
"Cattle Price per 100 Kg","1987M11","Heifers 350-399kg","Euro","164.57"
"Cattle Price per 100 Kg","1987M11","Heifers 400-449kg","Euro","163.39"
"Cattle Price per 100 Kg","1987M11","Cows for slaughter","Euro","105.91"
"Cattle Price per 100 Kg","1987M12","Bullocks 200-249kg","Euro","208.74"
"Cattle Price per 100 Kg","1987M12","Bullocks 250-299kg","Euro","198.88"
"Cattle Price per 100 Kg","1987M12","Bullocks 300-349kg","Euro","192.42"
"Cattle Price per 100 Kg","1987M12","Bullocks 350-399kg","Euro","191.46"
"Cattle Price per 100 Kg","1987M12","Bullocks 400-449kg","Euro","192.06"
"Cattle Price per 100 Kg","1987M12","Bullocks 450-499kg","Euro","187.54"
"Cattle Price per 100 Kg","1987M12","Bullocks 500-549kg","Euro","176.28"
"Cattle Price per 100 Kg","1987M12","Bullocks 550kg+","Euro","170.18"
"Cattle Price per 100 Kg","1987M12","Heifers 200-249kg","Euro","214.1"
"Cattle Price per 100 Kg","1987M12","Heifers 250-299kg","Euro","179.63"
"Cattle Price per 100 Kg","1987M12","Heifers 300-349kg","Euro","168.95"
"Cattle Price per 100 Kg","1987M12","Heifers 350-399kg","Euro","165.47"
"Cattle Price per 100 Kg","1987M12","Heifers 400-449kg","Euro","163.86"
"Cattle Price per 100 Kg","1987M12","Cows for slaughter","Euro","106.65"
"Cattle Price per 100 Kg","1988M01","Bullocks 200-249kg","Euro","223.22"
"Cattle Price per 100 Kg","1988M01","Bullocks 250-299kg","Euro","207.34"
"Cattle Price per 100 Kg","1988M01","Bullocks 300-349kg","Euro","200.63"
"Cattle Price per 100 Kg","1988M01","Bullocks 350-399kg","Euro","199.81"
"Cattle Price per 100 Kg","1988M01","Bullocks 400-449kg","Euro","195.04"
"Cattle Price per 100 Kg","1988M01","Bullocks 450-499kg","Euro","180.81"
"Cattle Price per 100 Kg","1988M01","Bullocks 500-549kg","Euro","173.78"
"Cattle Price per 100 Kg","1988M01","Bullocks 550kg+","Euro","169.9"
"Cattle Price per 100 Kg","1988M01","Heifers 200-249kg","Euro","196.29"
"Cattle Price per 100 Kg","1988M01","Heifers 250-299kg","Euro","177.65"
"Cattle Price per 100 Kg","1988M01","Heifers 300-349kg","Euro","173.15"
"Cattle Price per 100 Kg","1988M01","Heifers 350-399kg","Euro","168.19"
"Cattle Price per 100 Kg","1988M01","Heifers 400-449kg","Euro","168.9"
"Cattle Price per 100 Kg","1988M01","Cows for slaughter","Euro","111.83"
"Cattle Price per 100 Kg","1988M02","Bullocks 200-249kg","Euro","224.67"
"Cattle Price per 100 Kg","1988M02","Bullocks 250-299kg","Euro","216"
"Cattle Price per 100 Kg","1988M02","Bullocks 300-349kg","Euro","209.02"
"Cattle Price per 100 Kg","1988M02","Bullocks 350-399kg","Euro","204.17"
"Cattle Price per 100 Kg","1988M02","Bullocks 400-449kg","Euro","186.68"
"Cattle Price per 100 Kg","1988M02","Bullocks 450-499kg","Euro","178.63"
"Cattle Price per 100 Kg","1988M02","Bullocks 500-549kg","Euro","172.11"
"Cattle Price per 100 Kg","1988M02","Bullocks 550kg+","Euro","165.76"
"Cattle Price per 100 Kg","1988M02","Heifers 200-249kg","Euro","191.67"
"Cattle Price per 100 Kg","1988M02","Heifers 250-299kg","Euro","185.33"
"Cattle Price per 100 Kg","1988M02","Heifers 300-349kg","Euro","173.79"
"Cattle Price per 100 Kg","1988M02","Heifers 350-399kg","Euro","175.22"
"Cattle Price per 100 Kg","1988M02","Heifers 400-449kg","Euro","168.01"
"Cattle Price per 100 Kg","1988M02","Cows for slaughter","Euro","115.93"
"Cattle Price per 100 Kg","1988M03","Bullocks 200-249kg","Euro","234.53"
"Cattle Price per 100 Kg","1988M03","Bullocks 250-299kg","Euro","225.92"
"Cattle Price per 100 Kg","1988M03","Bullocks 300-349kg","Euro","215.58"
"Cattle Price per 100 Kg","1988M03","Bullocks 350-399kg","Euro","195.92"
"Cattle Price per 100 Kg","1988M03","Bullocks 400-449kg","Euro","186.98"
"Cattle Price per 100 Kg","1988M03","Bullocks 450-499kg","Euro","177.62"
"Cattle Price per 100 Kg","1988M03","Bullocks 500-549kg","Euro","166.39"
"Cattle Price per 100 Kg","1988M03","Bullocks 550kg+","Euro","169.27"
"Cattle Price per 100 Kg","1988M03","Heifers 200-249kg","Euro","208.81"
"Cattle Price per 100 Kg","1988M03","Heifers 250-299kg","Euro","181.29"
"Cattle Price per 100 Kg","1988M03","Heifers 300-349kg","Euro","183.15"
"Cattle Price per 100 Kg","1988M03","Heifers 350-399kg","Euro","175.13"
"Cattle Price per 100 Kg","1988M03","Heifers 400-449kg","Euro","169.99"
"Cattle Price per 100 Kg","1988M03","Cows for slaughter","Euro","120.74"
"Cattle Price per 100 Kg","1988M04","Bullocks 200-249kg","Euro","248.82"
"Cattle Price per 100 Kg","1988M04","Bullocks 250-299kg","Euro","232.13"
"Cattle Price per 100 Kg","1988M04","Bullocks 300-349kg","Euro","210.76"
"Cattle Price per 100 Kg","1988M04","Bullocks 350-399kg","Euro","198.04"
"Cattle Price per 100 Kg","1988M04","Bullocks 400-449kg","Euro","186.08"
"Cattle Price per 100 Kg","1988M04","Bullocks 450-499kg","Euro","172.04"
"Cattle Price per 100 Kg","1988M04","Bullocks 500-549kg","Euro","169.84"
"Cattle Price per 100 Kg","1988M04","Bullocks 550kg+","Euro","171.11"
